No,eda,No用,大分類,属性,色,パワー,補正,強化,強化補正,オートアクティブ,その他補正項目,その他補正値,スキル名
253,1,"探偵白布賢二郎ICONIC","サーブ","フローター","金",36,0,0,0,"","","",""
254,1,"制服白布賢二郎ICONIC","サーブ","フローター","金",37,0,0,0,"","","",""
256,1,"路地裏2白布賢二郎ICONIC","サーブ","フローター","金",36,0,0,0,"","","",""
257,1,"文化祭3白布賢二郎ICONIC","サーブ","フローター","金",38,0,0,0,"","","",""
262,1,"雪遊び瀬見英太ICONIC","サーブ","スパイクサーブ","金",32,0,0,0,"","","",""
263,1,"バカンス瀬見英太ICONIC","サーブ","スパイクサーブ","金",34,0,0,0,"","","",""
265,1,"文化祭3瀬見英太ICONIC","サーブ","スパイクサーブ","金",35,0,0,0,"","","",""
267,1,"ユニフォーム強羅昌己ICONIC","サーブ","スパイクサーブ","金",40,0,0,0,"","","",""
281,1,"ユニフォーム宮侑ICONIC","サーブ","スパイクサーブ","金",42,0,0,0,"","","",""
282,1,"文化祭宮侑ICONIC","サーブ","スパイクサーブ","金",42,0,0,0,"","","",""
286,1,"サバゲ2宮侑ICONIC","サーブ","スパイクサーブ","金",42,0,0,0,"","","",""
293,1,"制服宮治ICONIC","サーブ","スパイクサーブ","金",40,0,0,0,"","","",""
297,1,"路地裏2角名倫太郎ICONIC","サーブ","オーバーサーブ","金",39,0,0,0,"","","",""
299,1,"制服角名倫太郎ICONIC","サーブ","オーバーサーブ","金",40,0,0,0,"","","",""
302,1,"スパイ北信介ICONIC","サーブ","スパイクサーブ","金",34,0,0,0,"","","",""
305,1,"制服北信介ICONIC","サーブ","スパイクサーブ","金",35,0,0,0,"","","",""
308,1,"夏祭り2尾白アランICONIC","サーブ","スパイクサーブ","金",39,0,0,0,"","","",""
312,1,"ユニフォーム理石平介ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
315,1,"ユニフォーム木兎光太郎ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
316,1,"夏祭り木兎光太郎ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
317,1,"Xmas木兎光太郎ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
318,1,"制服木兎光太郎ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
319,1,"キャンプ木兎光太郎ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
328,1,"ハロウィン猿杙大和ICONIC","サーブ","スパイクサーブ","金",34,0,0,0,"","","",""
332,1,"ユニフォーム鷲尾辰生ICONIC","サーブ","スパイクサーブ","金",34,0,0,0,"","","",""
333,1,"ハロウィン鷲尾辰生ICONIC","サーブ","スパイクサーブ","金",34,0,0,0,"","","",""
334,1,"ユニフォーム赤葦京治ICONIC","サーブ","アンダーサーブ","金",35,0,0,0,"","","",""
335,1,"夏祭り赤葦京治ICONIC","サーブ","アンダーサーブ","金",35,0,0,0,"","","",""
336,1,"制服赤葦京治ICONIC","サーブ","アンダーサーブ","金",35,0,0,0,"","","",""
337,1,"バーガー赤葦京治ICONIC","サーブ","アンダーサーブ","金",35,0,0,0,"","","",""
338,1,"仮装赤葦京治ICONIC","サーブ","アンダーサーブ","金",37,0,0,0,"","","",""
339,1,"妖赤葦京治ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
341,1,"Xmas3赤葦京治ICONIC","サーブ","スパイクサーブ","金",39,0,0,0,"","","",""
342,1,"ユニフォーム姫川葵ICONIC","サーブ","アンダーサーブ","金",34,0,0,0,"","","",""
343,1,"花火姫川葵ICONIC","サーブ","アンダーサーブ","金",34,0,0,0,"","","",""
351,1,"文化祭星海光来ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
366,1,"カンフー大将優ICONIC","サーブ","スパイクサーブ","金",41,0,0,0,"","","",""
368,1,"ユニフォーム沼井和馬ICONIC","サーブ","スパイクサーブ","金",36,0,0,0,"","","",""
372,1,"ユニフォーム高千穂恵也ICONIC","サーブ","オーバーサーブ","金",39,0,0,0,"","","",""
373,1,"ユニフォーム広尾倖児ICONIC","サーブ","ジャンフロ","金",34,0,0,0,"","","",""
374,1,"カンフー広尾倖児ICONIC","サーブ","ジャンフロ","金",34,0,0,0,"","","",""
383,1,"ユニフォーム深谷謙朗ICONIC","サーブ","スパイクサーブ","金",36,0,0,0,"","","",""
9,1,"ユニフォーム影山飛雄ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
10,1,"制服影山飛雄ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
12,1,"Xmas影山飛雄ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
13,1,"1周年影山飛雄ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
15,1,"ジャージ影山飛雄ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
18,1,"文化祭3影山飛雄ICONIC","サーブ","スパイクサーブ","銀",36,0,0,0,"","","",""
34,1,"ユニフォーム西谷夕ICONIC","サーブ","","",0,0,0,0,"","","",""
35,1,"制服西谷夕ICONIC","サーブ","","",0,0,0,0,"","","",""
36,1,"Xmas西谷夕ICONIC","サーブ","","",0,0,0,0,"","","",""
37,1,"バーガー西谷夕ICONIC","サーブ","","",0,0,0,0,"","","",""
38,1,"文化祭2西谷夕ICONIC","サーブ","","",0,0,0,0,"","","",""
39,1,"2周年西谷夕ICONIC","サーブ","","",0,0,0,0,"","","",""
40,1,"ハロウィン西谷夕ICONIC","サーブ","","",0,0,0,0,"","","",""
54,1,"プール掃除菅原考支ICONIC","サーブ","オーバーサーブ","銀",27,0,0,0,"","","",""
61,1,"サバゲ東峰旭ICONIC","サーブ","スパイクサーブ","銀",26,0,0,0,"","","",""
66,1,"RPG縁下力ICONIC","サーブ","オーバーサーブ","銀",25,0,0,0,"","","",""
85,1,"文化祭2黒尾鉄朗ICONIC","サーブ","スパイクサーブ","銀",30,0,0,0,"","","",""
93,1,"ユニフォーム夜久衛輔ICONIC","サーブ","","",0,0,0,0,"","","",""
94,1,"1周年夜久衛輔ICONIC","サーブ","","",0,0,0,0,"","","",""
95,1,"花火夜久衛輔ICONIC","サーブ","","",0,0,0,0,"","","",""
96,1,"2周年夜久衛輔ICONIC","サーブ","","",0,0,0,0,"","","",""
97,1,"水着2夜久衛輔ICONIC","サーブ","","",0,0,0,0,"","","",""
98,1,"Xmas3夜久衛輔ICONIC","サーブ","","",0,0,0,0,"","","",""
106,1,"ユニフォーム芝山優生ICONIC","サーブ","","",0,0,0,0,"","","",""
107,1,"焼き芋芝山優生ICONIC","サーブ","","",0,0,0,0,"","","",""
134,1,"ユニフォーム作並浩輔ICONIC","サーブ","","",0,0,0,0,"","","",""
135,1,"職業体験2作並浩輔ICONIC","サーブ","","",0,0,0,0,"","","",""
137,1,"ユニフォーム茂庭要ICONIC","サーブ","オーバーサーブ","銀",31,0,0,0,"","","",""
138,1,"ユニフォーム鎌先靖志ICONIC","サーブ","スパイクサーブ","銀",32,0,0,0,"","","",""
146,1,"バカンス及川徹ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
151,1,"制服岩泉一ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
162,1,"梅雨京谷賢太郎ICONIC","サーブ","スパイクサーブ","銀",39,0,0,0,"","","",""
169,1,"ユニフォーム渡親治ICONIC","サーブ","","",0,0,0,0,"","","",""
179,1,"ユニフォーム矢巾秀ICONIC","サーブ","スパイクサーブ","銀",33,0,0,0,"","","",""
184,1,"ユニフォーム桜井大河ICONIC","サーブ","","",0,0,0,0,"","","",""
196,1,"ユニフォーム横手駿ICONIC","サーブ","","",0,0,0,0,"","","",""
200,1,"雪遊び古牧譲ICONIC","サーブ","オーバーサーブ","銀",31,0,0,0,"","","",""
202,1,"ユニフォーム南田大志ICONIC","サーブ","","",0,0,0,0,"","","",""
216,1,"制服二岐丈晴ICONIC","サーブ","オーバーサーブ","銀",31,0,0,0,"","","",""
220,1,"ユニフォーム土湯新ICONIC","サーブ","","",0,0,0,0,"","","",""
226,1,"ユニフォーム秋保和光ICONIC","サーブ","","",0,0,0,0,"","","",""
255,1,"バカンス白布賢二郎ICONIC","サーブ","フローター","銀",33,0,0,0,"","","",""
258,1,"ユニフォーム大平獅音ICONIC","サーブ","スパイクサーブ","銀",34,0,0,0,"","","",""
261,1,"ユニフォーム瀬見英太ICONIC","サーブ","オーバーサーブ","銀",29,0,0,0,"","","",""
264,1,"アート2瀬見英太ICONIC","サーブ","スパイクサーブ","銀",29,0,0,0,"","","",""
266,1,"ユニフォーム山形隼人ICONIC","サーブ","","",0,0,0,0,"","","",""
269,1,"ユニフォーム仙石伸吾ICONIC","サーブ","スパイクサーブ","銀",32,0,0,0,"","","",""
270,1,"ユニフォーム中川俊美ICONIC","サーブ","","",0,0,0,0,"","","",""
271,1,"ユニフォーム七沢健吾ICONIC","サーブ","オーバーサーブ","銀",33,0,0,0,"","","",""
276,1,"ユニフォーム赤谷勇ICONIC","サーブ","","",0,0,0,0,"","","",""
278,1,"ユニフォーム名栗翔太ICONIC","サーブ","オーバーサーブ","銀",33,0,0,0,"","","",""
283,1,"RPG宮侑ICONIC","サーブ","スパイクサーブ","銀",39,0,0,0,"","","",""
285,1,"新年2宮侑ICONIC","サーブ","スパイクサーブ","銀",39,0,0,0,"","","",""
289,1,"RPG宮治ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
295,1,"サバゲ角名倫太郎ICONIC","サーブ","オーバーサーブ","銀",35,0,0,0,"","","",""
301,1,"Xmas北信介ICONIC","サーブ","オーバーサーブ","銀",31,0,0,0,"","","",""
309,1,"ユニフォーム赤木路成ICONIC","サーブ","","",0,0,0,0,"","","",""
310,1,"Xmas2赤木路成ICONIC","サーブ","","",0,0,0,0,"","","",""
313,1,"ユニフォーム銀島結ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
314,1,"Xmas2銀島結ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
329,1,"ユニフォーム小見春樹ICONIC","サーブ","","",0,0,0,0,"","","",""
330,1,"路地裏2小見春樹ICONIC","サーブ","","",0,0,0,0,"","","",""
340,1,"焼き芋赤葦京治ICONIC","サーブ","アンダーサーブ","銀",35,0,0,0,"","","",""
346,1,"ユニフォーム貝掛亮文ICONIC","サーブ","","",0,0,0,0,"","","",""
350,1,"ユニフォーム星海光来ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
353,1,"花火星海光来ICONIC","サーブ","スパイクサーブ","銀",35,0,0,0,"","","",""
356,1,"Xmas昼神幸郎ICONIC","サーブ","スパイクサーブ","銀",36,0,0,0,"","","",""
361,1,"ユニフォーム小森元也ICONIC","サーブ","","",0,0,0,0,"","","",""
362,1,"キャンプ小森元也ICONIC","サーブ","","",0,0,0,0,"","","",""
363,1,"ハロウィン小森元也ICONIC","サーブ","","",0,0,0,0,"","","",""
371,1,"寝正月潜尚保ICONIC","サーブ","スパイクサーブ","銀",31,0,0,0,"","","",""
377,1,"ユニフォーム赤間颯ICONIC","サーブ","","",0,0,0,0,"","","",""
378,1,"ユニフォーム白峰周ICONIC","サーブ","オーバーサーブ","銀",32,0,0,0,"","","",""
379,1,"ユニフォーム和倉久彦ICONIC","サーブ","スパイクサーブ","銀",32,0,0,0,"","","",""
382,1,"ユニフォーム輪島友和ICONIC","サーブ","","",0,0,0,0,"","","",""
28,2,"ユニフォーム山口忠ICONIC","サーブ","ジャンフロ","桃",35,0,45,0,"","","",""
29,2,"水着山口忠ICONIC","サーブ","ジャンフロ","桃",35,0,45,0,"","","",""
30,2,"雪遊び山口忠ICONIC","サーブ","ジャンフロ","桃",35,0,45,0,"","","",""
31,2,"スパイ山口忠ICONIC","サーブ","ジャンフロ","桃",35,0,45,0,"","","",""
33,2,"焼き芋山口忠ICONIC","サーブ","ジャンフロ","桃",36,0,46,0,"","","",""
55,2,"文化祭菅原考支ICONIC","サーブ","オーバーサーブ","桃",38,0,48,0,"","","",""
60,2,"プール掃除東峰旭ICONIC","サーブ","スパイクサーブ","桃",39,0,49,0,"","","",""
66,2,"RPG縁下力ICONIC","サーブ","オーバーサーブ","桃",42,0,52,0,"","","",""
68,2,"ユニフォーム木下久志ICONIC","サーブ","ジャンフロ","桃",35,5,45,7,"","","",""
69,2,"妖木下久志ICONIC","サーブ","ジャンフロ","桃",35,5,45,7,"","","",""
82,2,"夏祭り黒尾鉄朗ICONIC","サーブ","スパイクサーブ","桃",44,0,54,0,"","","",""
133,2,"水着2女川太郎ICONIC","サーブ","オーバーサーブ","桃",43,0,53,0,"","","",""
139,2,"甲冑鎌先靖志ICONIC","サーブ","スパイクサーブ","桃",46,0,56,0,"","","",""
159,2,"カンフー金田一勇太郎ICONIC","サーブ","オーバーサーブ","桃",43,0,53,0,"","","",""
162,2,"梅雨京谷賢太郎ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
172,2,"バカンス松川一静ICONIC","サーブ","オーバーサーブ","桃",49,0,59,0,"","","",""
177,2,"妖花巻貴大ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
179,2,"ユニフォーム矢巾秀ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
180,2,"キャンプ矢巾秀ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
189,2,"遊園地池尻隼人ICONIC","サーブ","アンダーサーブ","桃",45,0,55,0,"","","",""
208,2,"ユニフォーム照島游児ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","",""
209,2,"制服照島游児ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","",""
211,2,"スパイ照島游児ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","",""
222,2,"スパイ中島猛ICONIC","サーブ","スパイクサーブ","桃",48,0,58,0,"","","",""
230,2,"サバゲ2川渡瞬己ICONIC","サーブ","オーバーサーブ","桃",47,0,57,0,"","","",""
248,2,"制服五色工ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
251,2,"サバゲ2五色工ICONIC","サーブ","スパイクサーブ","桃",50,0,60,0,"","","",""
254,2,"制服白布賢二郎ICONIC","サーブ","オーバーサーブ","桃",49,0,59,0,"","","",""
261,2,"ユニフォーム瀬見英太ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
262,2,"雪遊び瀬見英太ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
263,2,"バカンス瀬見英太ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
267,2,"ユニフォーム強羅昌己ICONIC","サーブ","スパイクサーブ","桃",50,0,60,0,"","","",""
269,2,"ユニフォーム仙石伸吾ICONIC","サーブ","スパイクサーブ","桃",45,0,55,0,"","","",""
282,2,"文化祭宮侑ICONIC","サーブ","ジャンフロ","桃",57,0,64,0,"","","",""
283,2,"RPG宮侑ICONIC","サーブ","スパイクサーブ","桃",50,0,60,0,"","","",""
284,1,"カンフー宮侑ICONIC","サーブ","スパイクサーブ","銅",36,0,60,0,"","","",""
286,2,"サバゲ2宮侑ICONIC","サーブ","ジャンフロ","桃",55,0,65,0,"","","",""
286,3,"サバゲ2宮侑ICONIC","サーブ","スパイクサーブ","桃",55,0,65,0,"","","",""
295,2,"サバゲ角名倫太郎ICONIC","サーブ","オーバーサーブ","桃",47,0,57,0,"","","",""
297,2,"路地裏2角名倫太郎ICONIC","サーブ","オーバーサーブ","桃",48,0,58,0,"","","",""
301,2,"Xmas北信介ICONIC","サーブ","スパイクサーブ","桃",47,0,57,0,"","","",""
302,2,"スパイ北信介ICONIC","サーブ","スパイクサーブ","桃",47,0,57,0,"","","",""
308,2,"夏祭り2尾白アランICONIC","サーブ","スパイクサーブ","桃",45,0,55,0,"","","",""
312,2,"ユニフォーム理石平介ICONIC","サーブ","スパイクサーブ","桃",44,0,54,0,"","","",""
328,2,"ハロウィン猿杙大和ICONIC","サーブ","スパイクサーブ","桃",47,0,57,0,"","","",""
342,2,"ユニフォーム姫川葵ICONIC","サーブ","アンダーサーブ","桃",47,0,57,0,"","","",""
343,2,"花火姫川葵ICONIC","サーブ","アンダーサーブ","桃",48,0,58,0,"","","",""
351,2,"文化祭星海光来ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","",""
352,2,"サバゲ星海光来ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","",""
366,2,"カンフー大将優ICONIC","サーブ","スパイクサーブ","桃",49,0,59,0,"","","",""
368,2,"ユニフォーム沼井和馬ICONIC","サーブ","スパイクサーブ","桃",47,0,57,0,"","","",""
372,2,"ユニフォーム高千穂恵也ICONIC","サーブ","オーバーサーブ","桃",44,0,54,0,"","","",""
373,2,"ユニフォーム広尾倖児ICONIC","サーブ","ジャンフロ","桃",45,0,55,0,"","","",""
374,2,"カンフー広尾倖児ICONIC","サーブ","ジャンフロ","桃",45,0,55,0,"","","",""
11,2,"夏祭り影山飛雄ICONIC","サーブ","スパイクサーブ","桃",54,5,61,7,"","","","殺人サーブ"
14,2,"王冠影山飛雄ICONIC","サーブ","スパイクサーブ","桃",54,5,61,7,"","","","殺人サーブ"
16,2,"2周年影山飛雄ICONIC","サーブ","スパイクサーブ","桃",54,5,64,7,"","低レシーブの相手を狙う","","心を読んだサーブ"
50,2,"RPG澤村大地ICONIC","サーブ","オーバーサーブ","桃",43,0,53,0,"","","","試合勝利への渇望"
52,2,"Xmas3澤村大地ICONIC","サーブ","オーバーサーブ","桃",44,0,54,0,"","低レシーブの相手を狙う","","澤村のフォーカスサーブ"
75,2,"スパイ孤爪研磨ICONIC","サーブ","オーバーサーブ","桃",43,0,53,0,"","低レシーブの相手を狙う","","相手を翻弄するサーブ"
78,2,"ハロウィン孤爪研磨ICONIC","サーブ","アンダーサーブ","桃",44,0,54,0,"","低レシーブの相手を狙う","","孤爪のフォーカスサーブ"
122,2,"甲冑二口堅治ICONIC","サーブ","スパイクサーブ","桃",42,0,52,0,"","","","レシーブを崩すサーブ"
125,2,"Xmas3二口堅治ICONIC","サーブ","スパイクサーブ","桃",43,0,53,0,"","低レシーブの相手を狙う","","二口のフォーカスサーブ"
141,2,"ユニフォーム及川徹ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","","""攻撃""まで繋げなきゃ意味無いんだよ"
145,2,"路地裏及川徹ICONIC","サーブ","スパイクサーブ","桃",52,0,62,0,"","","","""攻撃""まで繋げなきゃ意味無いんだよ"
148,2,"夏祭り2及川徹ICONIC","サーブ","スパイクサーブ","桃",52,0,62,0,"","","","""攻撃""まで繋げなきゃ意味無いんだよ"
151,2,"制服岩泉一ICONIC","サーブ","スパイクサーブ","桃",47,0,57,0,"","","","気迫あふれるサーブ"
232,2,"水着牛島若利ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","","誰だろうと受けて立つ"
234,2,"制服牛島若利ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","","","誰だろうと受けて立つ"
236,2,"妖牛島若利ICONIC","サーブ","スパイクサーブ","桃",52,0,62,0,"","","","誰だろうと受けて立つ"
238,2,"Xmas3牛島若利ICONIC","サーブ","トップスピン","桃",53,0,63,0,"","パッシブレシーブ無効化率","40.4〜60、60.4〜80","レシーブを弾くパワフルサーブ"
257,2,"文化祭3白布賢二郎ICONIC","サーブ","オーバーサーブ","桃",50,0,60,0,"","低レシーブの相手を狙う","","白布のフォーカスサーブ"
265,2,"文化祭3瀬見英太ICONIC","サーブ","スパイクサーブ","桃",50,0,60,0,"","低レシーブの相手を狙う","","自分のスタイルを曲げない"
289,2,"RPG宮治ICONIC","サーブ","スパイクサーブ","桃",50,0,60,0,"","","","飯の時間の次やったらこの""8秒間""が好きやなあ"
293,2,"制服宮治ICONIC","サーブ","スパイクサーブ","桃",53,0,63,0,"","","","飯の時間の次やったらこの""8秒間""が好きやなあ"
299,2,"制服角名倫太郎ICONIC","サーブ","オーバーサーブ","桃",48,0,58,0,"","","","俺は煩くても静かでも どっちでもイイヨ"
305,2,"制服北信介ICONIC","サーブ","スパイクサーブ","桃",48,0,58,0,"","低レシーブの相手を狙う","","北のフォーカスサーブ"
339,2,"妖赤葦京治ICONIC","サーブ","スパイクサーブ","桃",50,0,60,0,"","","","練習の成果を発揮するサーブ"
341,2,"Xmas3赤葦京治ICONIC","サーブ","スパイクサーブ","桃",51,0,61,0,"","低レシーブの相手を狙う","","赤葦のフォーカスサーブ"
383,2,"ユニフォーム深谷謙朗ICONIC","サーブ","スパイクサーブ","桃",43,0,53,0,"","","","深谷のスパイクサーブ"
