No,eda,No用,大分類,属性,色,パワー,補正,強化,強化補正,オートアクティブ,その他補正項目,その他補正値,スキル名
47,4,"新年田中龍之介ICONIC","レシーブ","フライング","銅",24,0,0,0,"","","",""
49,4,"仮装田中龍之介ICONIC","レシーブ","フライング","銅",24,0,0,0,"","","",""
57,4,"ユニフォーム菅原考支ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
58,4,"プール掃除菅原考支ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
59,4,"文化祭菅原考支ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
62,4,"夏祭り2菅原考支ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
63,4,"ユニフォーム東峰旭ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
64,4,"プール掃除東峰旭ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
65,4,"サバゲ東峰旭ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
66,4,"夏祭り2東峰旭ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
67,4,"和装体験東峰旭ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
68,4,"ユニフォーム東峰旭YELL","レシーブ","フライング","銅",29,0,0,0,"","","",""
75,4,"ユニフォーム成田一仁ICONIC","レシーブ","フライング","銅",22,0,0,0,"","","",""
77,4,"格ゲー谷地仁花ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
96,4,"ユニフォーム灰羽リエーフICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
97,4,"探偵灰羽リエーフICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
98,4,"路地裏灰羽リエーフICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
99,4,"文化祭2灰羽リエーフICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
100,4,"サバゲ2灰羽リエーフICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
107,4,"ユニフォーム福永招平ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
108,4,"バーガー福永招平ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
109,4,"アート2福永招平ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
112,4,"ユニフォーム山本猛虎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
120,4,"ユニフォーム手白球彦ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
140,4,"ユニフォーム小原豊ICONIC","レシーブ","フライング","銅",24,0,0,0,"","","",""
145,4,"ユニフォーム吹上仁悟ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
148,4,"ユニフォーム鎌先靖志ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
149,4,"甲冑鎌先靖志ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
150,4,"ユニフォーム笹谷武仁ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
160,4,"ユニフォーム岩泉一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
161,4,"プール掃除岩泉一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
163,4,"サバゲ岩泉一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
164,4,"バカンス岩泉一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
165,4,"路地裏2岩泉一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
166,4,"夏祭り2岩泉一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
167,4,"Xmas3岩泉一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
168,4,"ユニフォーム金田一勇太郎ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
169,4,"雪遊び金田一勇太郎ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
170,4,"カンフー金田一勇太郎ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
171,4,"中学生金田一勇太郎ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
172,4,"ユニフォーム京谷賢太郎ICONIC","レシーブ","フライング","銅",24,0,0,0,"","","",""
173,4,"梅雨京谷賢太郎ICONIC","レシーブ","フライング","銅",24,0,0,0,"","","",""
174,4,"水着2京谷賢太郎ICONIC","レシーブ","フライング","銅",24,0,0,0,"","","",""
182,4,"ユニフォーム松川一静ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
183,4,"アート松川一静ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
184,4,"バカンス松川一静ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
185,4,"焼き芋松川一静ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
186,4,"ユニフォーム花巻貴大ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
188,4,"バーガー花巻貴大ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
189,4,"妖花巻貴大ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
190,4,"焼き芋花巻貴大ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
191,4,"ユニフォーム矢巾秀ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
192,4,"キャンプ矢巾秀ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
193,4,"ユニフォーム駒木輝ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
194,4,"ユニフォーム茶屋和馬ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
195,4,"ユニフォーム玉川弘樹ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
198,4,"ユニフォーム渋谷陸斗ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
199,4,"ユニフォーム池尻隼人ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
200,4,"文化祭2池尻隼人ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
201,4,"遊園地池尻隼人ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
202,4,"ユニフォーム十和田良樹ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
203,4,"ユニフォーム森岳歩ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
204,4,"ユニフォーム唐松拓巳ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
205,4,"ユニフォーム田沢裕樹ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
206,4,"ユニフォーム子安颯真ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
207,4,"サバゲ2子安颯真ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
209,4,"ユニフォーム夏瀬伊吹ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
213,4,"ユニフォーム浅虫快人ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
215,4,"ユニフォーム湯川良明ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
216,4,"ユニフォーム稲垣功ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
217,4,"ユニフォーム馬門英治ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
218,4,"ユニフォーム百沢雄大ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
219,4,"職業体験百沢雄大ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
224,4,"妖照島游児ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
227,4,"ユニフォーム二岐丈晴ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
228,4,"制服二岐丈晴ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
229,4,"ユニフォーム沼尻凛太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
230,4,"ユニフォーム飯坂信義ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
231,4,"ユニフォーム東山勝道ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
235,4,"ユニフォーム白石優希ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
236,4,"ユニフォーム花山一雅ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
237,4,"ユニフォーム鳴子哲平ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
239,4,"ユニフォーム松島剛ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
240,4,"妖松島剛ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
243,4,"ユニフォーム牛島若利ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
244,4,"水着牛島若利ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
245,4,"新年牛島若利ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
246,4,"制服牛島若利ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
247,4,"文化祭2牛島若利ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
248,4,"妖牛島若利ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
249,4,"ハロウィン牛島若利ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
250,4,"Xmas3牛島若利ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
251,4,"3周年牛島若利ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
252,4,"ユニフォーム天童覚ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
253,4,"水着天童覚ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
254,4,"文化祭天童覚ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
255,4,"制服天童覚ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
256,4,"仮装天童覚ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
257,4,"遊園地天童覚ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
258,4,"Xmas3天童覚ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
259,4,"ユニフォーム五色工ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
260,4,"職業体験五色工ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
261,4,"制服五色工ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
262,4,"バカンス五色工ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
263,4,"Xmas2五色工ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
264,4,"サバゲ2五色工ICONIC","レシーブ","フライング","銅",30,0,0,0,"","","",""
265,4,"ユニフォーム白布賢二郎ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
266,4,"探偵白布賢二郎ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
267,4,"制服白布賢二郎ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
268,4,"バカンス白布賢二郎ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
269,4,"路地裏2白布賢二郎ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
271,4,"3周年白布賢二郎ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
273,4,"ユニフォーム川西太一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
274,4,"路地裏川西太一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
275,4,"寝正月川西太一ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
276,4,"ユニフォーム瀬見英太ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
277,4,"雪遊び瀬見英太ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
278,4,"バカンス瀬見英太ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
279,4,"アート2瀬見英太ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
280,4,"文化祭3瀬見英太ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
283,4,"ユニフォーム強羅昌己ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
284,4,"ユニフォーム芦谷洋平ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
285,4,"ユニフォーム仙石伸吾ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
288,4,"ユニフォーム伊勢原裕次ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
289,4,"ユニフォーム湯河浩二ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
290,4,"ユニフォーム千鹿谷栄吉ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
291,4,"ユニフォーム小鹿野大樹ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
293,4,"ユニフォーム児玉勝ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
294,4,"ユニフォーム名栗翔太ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
295,4,"ユニフォーム島府典明ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
296,4,"ユニフォーム吉川和孝ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
305,4,"ユニフォーム宮治ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
306,4,"RPG宮治ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
308,4,"遊園地宮治ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
309,4,"夏祭り2宮治ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
311,4,"3周年宮治ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
312,4,"ユニフォーム角名倫太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
313,4,"サバゲ角名倫太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
314,4,"花火角名倫太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
315,4,"路地裏2角名倫太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
316,4,"水着2角名倫太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
317,4,"制服角名倫太郎ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
318,4,"寝正月角名倫太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
319,4,"3周年角名倫太郎ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
327,4,"ユニフォーム尾白アランICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
328,4,"雪遊び尾白アランICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
329,4,"夏祭り2尾白アランICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
332,4,"ユニフォーム大耳練ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
333,4,"和装体験大耳練ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
335,4,"ユニフォーム銀島結ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
336,4,"Xmas2銀島結ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
337,4,"ユニフォーム木兎光太郎ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
338,4,"夏祭り木兎光太郎ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
339,4,"Xmas木兎光太郎ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
340,4,"制服木兎光太郎ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
341,4,"キャンプ木兎光太郎ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
342,4,"2周年木兎光太郎ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
343,4,"焼き芋木兎光太郎ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
344,4,"3周年木兎光太郎ICONIC","レシーブ","フライング","銅",30,0,0,0,"","","",""
350,4,"ユニフォーム猿杙大和ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
354,4,"ユニフォーム尾長渉ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
355,4,"ユニフォーム鷲尾辰生ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
356,4,"ハロウィン鷲尾辰生ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
368,4,"ユニフォーム当間義友ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
369,4,"ユニフォーム越後栄ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
371,4,"ユニフォーム丸山一喜ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
372,4,"ユニフォーム舞子侑志ICONIC","レシーブ","フライング","銅",24,0,0,0,"","","",""
373,4,"ユニフォーム寺泊基希ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
383,4,"ユニフォーム佐久早聖臣ICONIC","レシーブ","フライング","銅",33,0,0,0,"","","",""
384,4,"サバゲ佐久早聖臣ICONIC","レシーブ","フライング","銅",33,0,0,0,"","","",""
385,4,"新年2佐久早聖臣ICONIC","レシーブ","フライング","銅",33,0,0,0,"","","",""
386,4,"和装体験佐久早聖臣ICONIC","レシーブ","フライング","銅",33,0,0,0,"","","",""
394,4,"ユニフォーム沼井和馬ICONIC","レシーブ","フライング","銅",29,0,0,0,"","","",""
395,4,"ユニフォーム潜尚保ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
396,4,"バーガー潜尚保ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
399,4,"ユニフォーム広尾倖児ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
400,4,"カンフー広尾倖児ICONIC","レシーブ","フライング","銅",28,0,0,0,"","","",""
401,4,"ユニフォーム先島伊澄ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
402,4,"ユニフォーム背黒晃彦ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
406,4,"ユニフォーム金沢伊織ICONIC","レシーブ","フライング","銅",25,0,0,0,"","","",""
407,4,"ユニフォーム志賀智也ICONIC","レシーブ","フライング","銅",26,0,0,0,"","","",""
410,4,"ユニフォーム山代総司ICONIC","レシーブ","フライング","銅",27,0,0,0,"","","",""
1,1,"ユニフォーム日向翔陽ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
2,1,"制服日向翔陽ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
3,1,"夏祭り日向翔陽ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
5,1,"王冠日向翔陽ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
7,1,"遊園地日向翔陽ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
9,1,"和装体験日向翔陽ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
11,1,"ユニフォーム影山飛雄ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
12,1,"制服影山飛雄ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
14,1,"Xmas影山飛雄ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
15,1,"1周年影山飛雄ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
19,1,"中学生影山飛雄ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
22,1,"ユニフォーム月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
23,1,"水着月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
24,1,"職業体験月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
25,1,"1周年月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
26,1,"花火月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
27,1,"ジャージ月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
28,1,"2周年月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
29,1,"アート2月島蛍ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
30,1,"焼き芋月島蛍ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
31,1,"寝正月月島蛍ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
32,1,"ユニフォーム山口忠ICONIC","レシーブ","オーバー","銅",22,0,0,0,"","","",""
45,1,"ユニフォーム田中龍之介ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
46,1,"制服田中龍之介ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
47,1,"新年田中龍之介ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
49,1,"仮装田中龍之介ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
57,1,"ユニフォーム菅原考支ICONIC","レシーブ","オーバー","銅",22,0,0,0,"","","",""
58,1,"プール掃除菅原考支ICONIC","レシーブ","オーバー","銅",22,0,0,0,"","","",""
59,1,"文化祭菅原考支ICONIC","レシーブ","オーバー","銅",22,0,0,0,"","","",""
61,1,"Xmas2菅原考支ICONIC","レシーブ","オーバー","銅",22,0,0,0,"","","",""
62,1,"夏祭り2菅原考支ICONIC","レシーブ","オーバー","銅",22,0,0,0,"","","",""
63,1,"ユニフォーム東峰旭ICONIC","レシーブ","オーバー","銅",21,0,0,0,"","","",""
64,1,"プール掃除東峰旭ICONIC","レシーブ","オーバー","銅",19,0,0,0,"","","",""
65,1,"サバゲ東峰旭ICONIC","レシーブ","オーバー","銅",21,0,0,0,"","","",""
66,1,"夏祭り2東峰旭ICONIC","レシーブ","オーバー","銅",23,0,0,0,"","","",""
67,1,"和装体験東峰旭ICONIC","レシーブ","オーバー","銅",21,0,0,0,"","","",""
68,1,"ユニフォーム東峰旭YELL","レシーブ","オーバー","銅",21,0,0,0,"","","",""
73,1,"ユニフォーム木下久志ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
75,1,"ユニフォーム成田一仁ICONIC","レシーブ","オーバー","銅",22,0,0,0,"","","",""
77,1,"格ゲー谷地仁花ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
78,1,"ユニフォーム孤爪研磨ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
79,1,"制服孤爪研磨ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
81,1,"1周年孤爪研磨ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
87,1,"ユニフォーム黒尾鉄朗ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
88,1,"制服黒尾鉄朗ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
91,1,"キャンプ黒尾鉄朗ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
92,1,"文化祭2黒尾鉄朗ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
93,1,"中学生黒尾鉄朗ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
94,1,"ハロウィン黒尾鉄朗ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
95,1,"和装体験黒尾鉄朗ICONIC","レシーブ","オーバー","銅",25,0,0,0,"","","",""
107,1,"ユニフォーム福永招平ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
109,1,"アート2福永招平ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
110,1,"ユニフォーム犬岡走ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
111,1,"新年犬岡走ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
112,1,"ユニフォーム山本猛虎ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
117,1,"ユニフォーム海信之ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
121,1,"ユニフォーム青根高伸ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
122,1,"制服青根高伸ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
123,1,"プール掃除青根高伸ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
124,1,"キャンプ青根高伸ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
125,1,"甲冑青根高伸ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
127,1,"ユニフォーム二口堅治ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
128,1,"制服二口堅治ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
130,1,"路地裏二口堅治ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
133,1,"アート2二口堅治ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
135,1,"ユニフォーム黄金川貫至ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
136,1,"制服黄金川貫至ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
137,1,"職業体験黄金川貫至ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
138,1,"スパイ黄金川貫至ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
139,1,"焼き芋黄金川貫至ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
140,1,"ユニフォーム小原豊ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
141,1,"ユニフォーム女川太郎ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
142,1,"水着2女川太郎ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
145,1,"ユニフォーム吹上仁悟ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
146,1,"ユニフォーム茂庭要ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
148,1,"ユニフォーム鎌先靖志ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
150,1,"ユニフォーム笹谷武仁ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
151,1,"ユニフォーム及川徹ICONIC","レシーブ","オーバー","銅",29,0,0,0,"","","",""
152,1,"プール掃除及川徹ICONIC","レシーブ","オーバー","銅",29,0,0,0,"","","",""
153,1,"Xmas及川徹ICONIC","レシーブ","オーバー","銅",29,0,0,0,"","","",""
154,1,"制服及川徹ICONIC","レシーブ","オーバー","銅",29,0,0,0,"","","",""
156,1,"バカンス及川徹ICONIC","レシーブ","オーバー","銅",29,0,0,0,"","","",""
160,1,"ユニフォーム岩泉一ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
161,1,"プール掃除岩泉一ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
164,1,"バカンス岩泉一ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
165,1,"路地裏2岩泉一ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
167,1,"Xmas3岩泉一ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
168,1,"ユニフォーム金田一勇太郎ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
169,1,"雪遊び金田一勇太郎ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
171,1,"中学生金田一勇太郎ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
172,1,"ユニフォーム京谷賢太郎ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
173,1,"梅雨京谷賢太郎ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
174,1,"水着2京谷賢太郎ICONIC","レシーブ","オーバー","銅",24,0,0,0,"","","",""
175,1,"ユニフォーム国見英ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
176,1,"職業体験国見英ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
177,1,"路地裏国見英ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
178,1,"カンフー国見英ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
180,1,"寝正月国見英ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
182,1,"ユニフォーム松川一静ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
183,1,"アート松川一静ICONIC","レシーブ","オーバー","銅",27,0,0,0,"","","",""
186,1,"ユニフォーム花巻貴大ICONIC","レシーブ","オーバー","銅",26,0,0,0,"","","",""
