No.,服装,名前,じゃんけん,ポジション,高校,よみがな,スパイクrZs,サーブrZs,セッティングrZs,頭脳rZs,幸運rZs,ブロックrZs,レシーブrZs,バネrZs,スピードrZs,メンタルrZs,TotalStatrZs,AttackValrZs,ServeValrZs,TossValrZs,ReceiveValrZs,BlockValrZs
272,"ユニフォーム","銀島結","チョキ","WS","稲荷崎","ぎんじまひとし","100.7494331","98.31377563","98.00151185","95.27857175","100","98.87585042","100","98.6510205","100","100","97.44787662","101.8395175","98.07288643","98.00151185","99.25056694","98.46706875"
274,"ユニフォーム","木兎光太郎","パー","WS","梟谷","ぼくとこうたろう","105.2460314","106.7448975","99.00075593","96.62755125","100","100","105.395918","104.0469385","104.2599353","93.2551025","101.0937672","105.5185525","103.3724488","99.00075593","104.4965983","101.5329313"
280,"ユニフォーム","木葉秋紀","パー","WS","梟谷","このはあきのり","101.4988661","98.31377563","104.9962204","102.0234693","100","97.75170083","105.395918","104.0469385","104.2599353","100","101.6406507","102.45269","100.4817784","104.9962204","104.4965983","100.3065863"
284,"ユニフォーム","猿杙大和","パー","WS","梟谷","さるくいやまと","101.4988661","100","100.9992441","99.32551025","93.2551025","103.3724488","105.395918","106.7448975","100","103.3724488","101.8229453","100","98.55466482","100.9992441","102.2482992","104.5987938"
285,"ユニフォーム","小見春樹","パー","Li","梟谷","こみはるき","94.00453556","92.41199031","98.00151185","97.97653075","100","91.00680333","108.093877","101.3489795","105.6799137","103.3724488","96.71869851","96.320965","95.66399446","98.00151185","106.7448975","95.40120625"
287,"ユニフォーム","尾長渉","パー","MB","梟谷","おながわたる","97.00226778","98.31377563","97.00226778","92.58061275","93.2551025","103.3724488","94.604082","94.604082","95.74006474","100","94.16657514","96.320965","95.18221607","97.00226778","94.00453556","99.08024125"
288,"ユニフォーム","鷲尾辰生","パー","MB","梟谷","わしおたつき","100","101.6862244","97.00226778","100.6744898","93.2551025","107.8690471","97.302041","97.302041","95.74006474","100","98.17705473","98.773655","100","97.00226778","95.50340167","102.7592763"
289,"ユニフォーム","赤葦京治","グー","S","梟谷","あかあしけいじ","98.50113389","101.6862244","110.9916848","106.0704078","100","95.50340167","105.395918","100","101.4199784","103.3724488","102.9167124","100","103.8542271","110.9916848","102.9977322","97.24072375"
295,"ユニフォーム","姫川葵","パー","WS","椿原","ひめかわあおい","97.75170083","105.0586731","100","102.0234693","100","95.50340167","98.6510205","95.9530615","100","96.62755125","97.44787662","99.3868275","104.3360055","100","98.50113389","95.40120625"
297,"ユニフォーム","当間義友","パー","MB","椿原","あてまよしとも","94.75396861","94.94132688","97.00226778","95.27857175","93.2551025","105.6207479","94.604082","97.302041","98.58002158","96.62755125","93.43739703","94.4814475","94.21865929","97.00226778","95.50340167","101.5329313"
298,"ユニフォーム","越後栄","パー","S","椿原","えちごさかえ","97.75170083","100.8431122","109.9924407","106.0704078","100","95.50340167","102.697959","100","98.58002158","103.3724488","101.6406507","99.3868275","103.3724488","109.9924407","100","97.24072375"
299,"ユニフォーム","貝掛亮文","パー","Li","椿原","かいかけあきふみ","94.00453556","92.41199031","97.00226778","99.32551025","100","91.00680333","108.093877","101.3489795","104.2599353","103.3724488","96.53640399","96.320965","96.14577286","97.00226778","105.9954644","95.40120625"
300,"ユニフォーム","丸山一喜","グー","WS","椿原","まるやまかずき","99.25056694","98.31377563","98.00151185","96.62755125","100","101.1241496","100","100","98.58002158","100","97.63017115","100.6131725","98.55466482","98.00151185","98.50113389","100.3065863"
301,"ユニフォーム","舞子侑志","パー","WS","椿原","まいこゆうし","99.25056694","94.94132688","97.00226778","96.62755125","93.2551025","100","101.3489795","98.6510205","98.58002158","103.3724488","96.71869851","98.1604825","94.70043768","97.00226778","99.25056694","99.08024125"
302,"ユニフォーム","寺泊基希","パー","WS","椿原","てらどまりもとき","104.4965983","97.47066344","97.00226778","96.62755125","93.2551025","98.87585042","95.9530615","100","97.16004316","100","96.71869851","102.45269","96.14577286","97.00226778","95.50340167","99.08024125"
303,"ユニフォーム","星海光来","チョキ","WS","鴎台","ほしうみこうらい","106.7448975","105.0586731","100","99.32551025","100","100","101.3489795","110.791836","104.2599353","100","103.8281851","106.7448975","103.3724488","100","102.2482992","104.5987938"
308,"ユニフォーム","昼神幸郎","チョキ","MB","鴎台","ひるがみさちろう","102.9977322","102.5293366","97.00226778","99.32551025","100","114.6139446","97.302041","95.9530615","98.58002158","103.3724488","101.8229453","103.679035","101.9271136","97.00226778","97.00226778","105.8251388"
311,"ユニフォーム","佐久早聖臣","チョキ","WS","井闥山","さくさきよおみ","105.9954644","105.9017853","99.00075593","99.32551025","100","100","108.093877","101.3489795","102.8399568","103.3724488","104.0104796","106.131725","103.8542271","99.00075593","105.2460314","100.3065863"
314,"ユニフォーム","小森元也","チョキ","Li","井闥山","こもりもとや","95.50340167","93.2551025","103.9969763","103.3724488","100","91.00680333","118.885713","97.302041","104.2599353","100","98.90623284","97.54731","98.07288643","103.9969763","111.9909289","93.56168875"
316,"ユニフォーム","大将優","パー","WS","戸美","だいしょうすぐる","101.4988661","100","102.9977322","102.0234693","100","97.75170083","106.7448975","106.7448975","100","100","101.6406507","102.45269","101.4453352","102.9977322","102.9977322","101.5329313"
320,"ユニフォーム","沼井和馬","パー","WS","戸美","ぬまいかずま","102.9977322","100","100.9992441","96.62755125","93.2551025","100","102.697959","104.0469385","101.4199784","100","99.8177055","101.226345","97.59110804","100.9992441","101.4988661","101.5329313"
321,"ユニフォーム","潜尚保","パー","WS","戸美","くぐりなおやす","101.4988661","99.15688781","99.00075593","99.32551025","93.2551025","98.87585042","97.302041","102.697959","98.58002158","96.62755125","96.90099304","100","98.07288643","99.00075593","97.00226778","100.3065863"
323,"ユニフォーム","高千穂恵也","パー","WS","戸美","たかちほよしや","100","100.8431122","99.00075593","99.32551025","100","97.75170083","98.6510205","100","95.74006474","100","97.81246568","101.226345","100.9635568","99.00075593","96.25283472","98.46706875"
324,"ユニフォーム","広尾倖児","パー","MB","戸美","ひろおこうじ","96.25283472","94.09821469","97.00226778","106.0704078","93.2551025","103.3724488","97.302041","97.302041","97.16004316","96.62755125","94.89575324","95.7077925","97.59110804","97.00226778","96.25283472","100.3065863"
326,"ユニフォーム","先島伊澄","パー","S","戸美","さきしまいすみ","95.50340167","97.47066344","104.9962204","97.97653075","93.2551025","96.62755125","95.9530615","97.302041","98.58002158","103.3724488","96.53640399","95.09462","96.62755125","104.9962204","96.25283472","96.62755125"
327,"ユニフォーム","背黒晃彦","パー","MB","戸美","せぐろあきひこ","97.00226778","94.94132688","97.00226778","92.58061275","93.2551025","103.3724488","97.302041","97.302041","95.74006474","96.62755125","93.2551025","96.320965","93.2551025","97.00226778","95.50340167","100.3065863"
328,"ユニフォーム","赤間颯","パー","Li","戸美","あかまそう","93.2551025","92.41199031","99.00075593","97.97653075","100","91.00680333","105.395918","101.3489795","102.8399568","103.3724488","95.98952041","95.7077925","95.66399446","99.00075593","103.7471653","95.40120625"
2,"制服","日向翔陽","チョキ","MB","烏野","ひなたしょうよう","97.75170083","94.94132688","98.00151185","91.23163325","93.2551025","108.9931967","94.604082","118.885713","117.0397411","93.2551025","98.72393831","96.9341375","92.77332411","98.00151185","105.2460314","113.1832088"
3,"夏祭り","日向翔陽","グー","MB","烏野","ひなたしょうよう","97.75170083","93.2551025","96.0030237","88.53367425","93.2551025","111.2414958","97.302041","121.583672","117.0397411","93.2551025","98.72393831","96.9341375","90.84621054","96.0030237","106.7448975","115.6358988"
4,"1周年","日向翔陽","パー","MB","烏野","ひなたしょうよう","97.75170083","94.94132688","100.9992441","88.53367425","93.2551025","105.6207479","98.6510205","114.8387745","121.2996763","93.2551025","98.90623284","96.9341375","91.80976732","100.9992441","109.7426297","109.5041738"
5,"王冠","日向翔陽","チョキ","MB","烏野","ひなたしょうよう","100","94.94132688","99.00075593","91.23163325","93.2551025","111.2414958","95.9530615","121.583672","118.4597195","93.2551025","100.5468836","98.773655","92.77332411","99.00075593","106.7448975","115.6358988"
6,"ジャージ","日向翔陽","グー","MB","烏野","ひなたしょうよう","99.25056694","94.94132688","99.00075593","91.23163325","93.2551025","111.2414958","98.6510205","120.2346925","119.8796979","93.2551025","100.7291781","98.1604825","92.77332411","99.00075593","108.9931967","115.0227263"
7,"遊園地","日向翔陽","パー","MB","烏野","ひなたしょうよう","99.25056694","94.94132688","99.00075593","92.58061275","93.2551025","112.3656454","95.9530615","122.9326515","119.8796979","93.2551025","101.0937672","98.1604825","93.2551025","99.00075593","107.4943306","116.8622438"
9,"制服","影山飛雄","チョキ","S","烏野","かげやまとびお","102.2482992","105.9017853","116.9871493","106.0704078","100","97.75170083","105.395918","97.302041","97.16004316","96.62755125","103.463596","103.0658625","106.2631191","116.9871493","100.7494331","97.24072375"
10,"夏祭り","影山飛雄","グー","S","烏野","かげやまとびお","100.7494331","107.5880097","116.9871493","108.7683668","100","95.50340167","108.093877","94.604082","97.16004316","96.62755125","103.463596","101.8395175","108.1902327","116.9871493","102.2482992","94.78803375"
11,"Xmas","影山飛雄","パー","S","烏野","かげやまとびお","102.9977322","107.5880097","119.9848815","108.7683668","100","98.87585042","105.395918","98.6510205","97.16004316","96.62755125","105.2865413","103.679035","108.1902327","119.9848815","100.7494331","98.46706875"
12,"1周年","影山飛雄","チョキ","S","烏野","かげやまとびお","104.4965983","106.7448975","118.9856374","107.4193873","100","100","105.395918","98.6510205","97.16004316","96.62755125","105.2865413","104.90538","107.2266759","118.9856374","100.7494331","99.08024125"
13,"王冠","影山飛雄","グー","S","烏野","かげやまとびお","102.9977322","108.4311219","117.9863933","106.0704078","100","97.75170083","109.4428565","98.6510205","100","96.62755125","105.4688358","103.679035","107.7084543","117.9863933","104.4965983","97.85389625"
14,"ジャージ","影山飛雄","パー","S","烏野","かげやまとびお","103.7471653","109.2742341","121.9833696","110.1173463","100","100","106.7448975","100","98.58002158","96.62755125","107.1094866","104.2922075","109.6355679","121.9833696","102.2482992","99.6934138"
15,"2周年","影山飛雄","チョキ","S","烏野","かげやまとびお","103.7471653","109.2742341","120.9841256","111.4663258","100","100","108.093877","100","100","96.62755125","107.4740756","104.2922075","110.1173463","120.9841256","103.7471653","99.6934138"
16,"中学生","影山飛雄","グー","S","烏野","かげやまとびお","105.2460314","108.4311219","120.9841256","110.1173463","100","101.1241496","106.7448975","101.3489795","98.58002158","96.62755125","107.4740756","105.5185525","109.1537895","120.9841256","102.2482992","100.9197588"
26,"水着","山口忠","チョキ","MB","烏野","やまぐちだだし","95.50340167","105.9017853","103.9969763","102.0234693","93.2551025","103.3724488","102.697959","95.9530615","102.8399568","96.62755125","99.27082189","95.09462","102.8906704","103.9969763","102.2482992","99.6934138"
27,"雪遊び","山口忠","グー","MB","烏野","やまぐちだだし","94.00453556","107.5880097","100.9992441","104.7214283","93.2551025","101.1241496","106.7448975","95.9530615","102.8399568","96.62755125","99.27082189","93.868275","104.8177839","100.9992441","104.4965983","98.46706875"
28,"スパイ","山口忠","パー","MB","烏野","やまぐちだだし","96.25283472","108.4311219","103.9969763","104.7214283","93.2551025","103.3724488","105.395918","97.302041","104.2599353","96.62755125","101.0937672","95.7077925","105.2995623","103.9969763","104.4965983","100.3065863"
29,"ジャージ","山口忠","チョキ","MB","烏野","やまぐちだだし","97.75170083","105.9017853","104.9962204","102.0234693","93.2551025","104.4965983","105.395918","98.6510205","105.6799137","96.62755125","101.2760617","96.9341375","102.8906704","104.9962204","105.2460314","101.5329313"
31,"制服","西谷夕","グー","Li","烏野","にしのやゆう","97.75170083","93.2551025","107.9939526","103.3724488","100","92.13095292","121.583672","98.6510205","111.3598274","95.27857175","100.5468836","99.3868275","98.07288643","107.9939526","117.2369603","94.78803375"
32,"Xmas","西谷夕","グー","Li","烏野","にしのやゆう","98.50113389","93.2551025","109.9924407","104.7214283","100","92.13095292","125.6306105","100","114.1997842","95.27857175","102.3698289","100","98.55466482","109.9924407","120.9841256","95.40120625"
33,"バーガー","西谷夕","パー","Li","烏野","にしのやゆう","97.00226778","93.2551025","111.9909289","102.0234693","100","92.13095292","126.97959","97.302041","117.0397411","95.27857175","102.1875343","98.773655","97.59110804","111.9909289","123.2324247","94.17486125"
34,"文化祭2","西谷夕","チョキ","Li","烏野","にしのやゆう","99.25056694","94.09821469","110.9916848","106.0704078","100","93.2551025","128.3285695","101.3489795","117.0397411","95.27857175","104.1927741","100.6131725","99.5182216","110.9916848","123.9818578","96.62755125"
35,"2周年","西谷夕","グー","Li","烏野","にしのやゆう","98.50113389","94.09821469","111.9909289","106.0704078","100","93.2551025","129.677549","101.3489795","117.0397411","95.27857175","104.3750686","100","99.5182216","111.9909289","124.7312908","96.62755125"
37,"制服","田中龍之介","チョキ","WS","烏野","たなかりゅうのすけ","105.2460314","100.8431122","99.00075593","91.23163325","93.2551025","98.87585042","101.3489795","100","97.16004316","93.92959225","96.35410946","103.0658625","96.14577286","99.00075593","98.50113389","99.08024125"
38,"新年","田中龍之介","グー","WS","烏野","たなかりゅうのすけ","107.4943306","98.31377563","99.00075593","87.18469475","93.2551025","100","101.3489795","102.697959","97.16004316","93.92959225","96.35410946","104.90538","93.2551025","99.00075593","98.50113389","100.9197588"
39,"RPG","田中龍之介","パー","WS","烏野","たなかりゅうのすけ","104.4965983","99.15688781","98.00151185","88.53367425","93.2551025","102.2482992","104.0469385","101.3489795","98.58002158","93.92959225","96.53640399","102.45269","94.21865929","98.00151185","100.7494331","101.5329313"
40,"仮装","田中龍之介","パー","WS","烏野","たなかりゅうのすけ","107.4943306","100.8431122","100","91.23163325","93.2551025","101.1241496","102.697959","102.697959","98.58002158","93.92959225","98.17705473","104.90538","96.14577286","100","100","101.5329313"
42,"プール掃除","澤村大地","グー","WS","烏野","さわむらだいち","100","100","101.9984881","103.3724488","100","98.87585042","113.489795","100","104.2599353","110.1173463","104.7396577","101.226345","101.9271136","101.9984881","108.9931967","99.08024125"
43,"文化祭","澤村大地","パー","WS","烏野","さわむらだいち","101.4988661","98.31377563","101.9984881","100.6744898","100","100","113.489795","101.3489795","104.2599353","110.1173463","104.7396577","102.45269","100","101.9984881","108.9931967","100.3065863"
44,"RPG","澤村大地","チョキ","WS","烏野","さわむらだいち","98.50113389","102.5293366","100.9992441","106.0704078","100","96.62755125","114.8387745","98.6510205","105.6799137","110.1173463","104.9219522","100","104.3360055","100.9992441","110.4920628","97.24072375"
45,"新年2","澤村大地","グー","WS","烏野","さわむらだいち","102.2482992","100","102.9977322","103.3724488","100","100","116.187754","102.697959","107.0998921","110.1173463","106.7448975","103.0658625","101.9271136","102.9977322","111.9909289","100.9197588"
47,"プール掃除","菅原考支","チョキ","S","烏野","すがわらこうし","96.25283472","99.15688781","111.9909289","106.0704078","100","98.87585042","100","97.302041","97.16004316","106.7448975","101.8229453","98.1604825","102.408892","111.9909289","97.75170083","97.85389625"
48,"文化祭","菅原考支","チョキ","S","烏野","すがわらこうし","95.50340167","100.8431122","110.9916848","108.7683668","100","96.62755125","101.3489795","94.604082","98.58002158","106.7448975","101.8229453","97.54731","104.3360055","110.9916848","99.25056694","95.40120625"
49,"梅雨","菅原考支","パー","S","烏野","すがわらこうし","96.25283472","102.5293366","113.989417","110.1173463","100","96.62755125","104.0469385","94.604082","100","106.7448975","103.6458905","98.1604825","105.7813407","113.989417","101.4988661","95.40120625"
50,"Xmas2","菅原考支","チョキ","S","烏野","すがわらこうし","97.75170083","100.8431122","111.9909289","108.7683668","100","98.87585042","102.697959","97.302041","100","106.7448975","103.6458905","99.3868275","104.3360055","111.9909289","100.7494331","97.85389625"
52,"プール掃除","東峰旭","グー","WS","烏野","あずまねあさひ","102.2482992","104.2155609","95.00377963","96.62755125","93.2551025","100","93.2551025","91.906123","90.06015105","95.27857175","93.80198608","100.6131725","100","95.00377963","90.25737028","96.01437875"
53,"サバゲ","東峰旭","パー","WS","烏野","あずまねあさひ","108.9931967","105.0586731","99.00075593","95.27857175","93.2551025","105.6207479","98.6510205","102.697959","95.74006474","95.27857175","100","106.131725","100","99.00075593","96.25283472","103.9856213"
56,"探偵","縁下力","チョキ","WS","烏野","えんのしたちから","96.25283472","99.15688781","98.00151185","99.32551025","96.62755125","95.50340167","105.395918","98.6510205","95.74006474","103.3724488","97.26558209","96.9341375","99.03644321","98.00151185","100","96.62755125"
57,"RPG","縁下力","グー","WS","烏野","えんのしたちから","94.75396861","100","96.0030237","100.6744898","96.62755125","94.37925208","108.093877","97.302041","98.58002158","103.3724488","97.26558209","95.7077925","100","96.0030237","102.9977322","95.40120625"
58,"花火","縁下力","パー","WS","烏野","えんのしたちから","98.50113389","99.15688781","99.00075593","99.32551025","96.62755125","96.62755125","108.093877","100","98.58002158","103.3724488","99.08852736","98.773655","99.03644321","99.00075593","102.9977322","97.85389625"
60,"妖","木下久志","チョキ","WS","烏野","きのしたひさし","99.25056694","105.0586731","99.00075593","95.27857175","100","97.75170083","98.6510205","100","97.16004316","96.62755125","97.26558209","100.6131725","101.9271136","99.00075593","97.00226778","98.46706875"
63,"制服","孤爪研磨","パー","S","音駒","こづめけんま","94.75396861","99.15688781","114.9886611","114.1642848","100","95.50340167","101.3489795","94.604082","97.16004316","103.3724488","101.4583562","96.9341375","105.2995623","114.9886611","98.50113389","94.78803375"
64,"夏祭り","孤爪研磨","チョキ","S","音駒","こづめけんま","93.2551025","99.15688781","116.9871493","114.1642848","100","93.2551025","104.0469385","91.906123","100","103.3724488","101.4583562","95.7077925","105.2995623","116.9871493","101.4988661","92.33534375"
65,"1周年","孤爪研磨","グー","S","音駒","こづめけんま","95.50340167","100.8431122","117.9863933","116.8622438","100","96.62755125","101.3489795","95.9530615","97.16004316","103.3724488","103.2813015","97.54731","107.2266759","117.9863933","98.50113389","96.01437875"
66,"スパイ","孤爪研磨","パー","S","音駒","こづめけんま","95.50340167","101.6862244","115.9879052","116.8622438","100","95.50340167","104.0469385","94.604082","100","103.3724488","103.463596","97.54731","107.7084543","115.9879052","101.4988661","94.78803375"
67,"Xmas2","孤爪研磨","チョキ","S","音駒","こづめけんま","96.25283472","102.5293366","119.9848815","118.2112233","100","97.75170083","102.697959","97.302041","98.58002158","103.3724488","105.1042468","98.1604825","108.6720111","119.9848815","100","97.24072375"
68,"中学生","孤爪研磨","グー","S","音駒","こづめけんま","96.25283472","101.6862244","118.9856374","118.2112233","100","98.87585042","104.0469385","98.6510205","98.58002158","103.3724488","105.2865413","98.1604825","108.1902327","118.9856374","100.7494331","98.46706875"
77,"探偵","灰羽リエーフ","パー","MB","音駒","はいばりえーふ","99.25056694","96.62755125","99.00075593","96.62755125","93.2551025","108.9931967","98.6510205","100","97.16004316","93.92959225","95.98952041","98.1604825","95.66399446","99.00075593","97.00226778","104.5987938"
78,"路地裏","灰羽リエーフ","チョキ","MB","音駒","はいばりえーふ","101.4988661","94.94132688","99.00075593","93.92959225","93.2551025","111.2414958","97.302041","102.697959","95.74006474","93.92959225","96.17181493","100","93.73688089","99.00075593","95.50340167","107.0514838"
79,"文化祭2","灰羽リエーフ","グー","MB","音駒","はいばりえーふ","100","94.09821469","97.00226778","93.92959225","93.2551025","112.3656454","101.3489795","104.0469385","98.58002158","93.92959225","96.53640399","98.773655","93.2551025","97.00226778","99.25056694","108.2778288"
85,"バーガー","福永招平","チョキ","WS","音駒","ふくながしょうへい","99.25056694","97.47066344","100","92.58061275","93.2551025","97.75170083","100","100","97.16004316","95.27857175","94.53116419","98.1604825","94.70043768","100","97.75170083","98.46706875"
86,"アート2","福永招平","グー","WS","音駒","ふくながしょうへい","101.4988661","95.78443906","100","89.88265375","93.2551025","100","98.6510205","102.697959","95.74006474","95.27857175","94.71345872","100","92.77332411","100","96.25283472","100.9197588"
90,"新年","山本猛虎","チョキ","WS","音駒","やまもとたけとら","103.7471653","102.5293366","100","102.0234693","100","97.75170083","100","100","97.16004316","95.27857175","98.72393831","104.2922075","102.8906704","100","97.75170083","98.46706875"
93,"遊園地","海信之","チョキ","WS","音駒","かいのぶゆき","104.4965983","104.2155609","100","102.0234693","100","98.87585042","102.697959","101.3489795","98.58002158","110.1173463","104.1927741","104.90538","103.8542271","100","100","99.6934138"
97,"制服","青根高伸","グー","MB","伊達工","あおねたかのぶ","105.2460314","95.78443906","98.00151185","102.0234693","93.2551025","116.8622438","98.6510205","101.3489795","97.16004316","96.62755125","100","103.0658625","97.10932964","98.00151185","97.00226778","109.5041738"
98,"プール掃除","青根高伸","パー","MB","伊達工","あおねたかのぶ","106.7448975","95.78443906","98.00151185","102.0234693","93.2551025","114.6139446","98.6510205","101.3489795","97.16004316","96.62755125","100","104.2922075","97.10932964","98.00151185","97.00226778","108.2778288"
99,"キャンプ","青根高伸","チョキ","MB","伊達工","あおねたかのぶ","106.7448975","95.78443906","99.00075593","102.0234693","93.2551025","120.2346925","100","104.0469385","98.58002158","96.62755125","101.8229453","104.2922075","97.10932964","99.00075593","98.50113389","112.5700363"
100,"甲冑","青根高伸","パー","MB","伊達工","あおねたかのぶ","107.4943306","95.78443906","99.00075593","102.0234693","93.2551025","117.9863933","102.697959","102.697959","100","96.62755125","102.0052398","104.90538","97.10932964","99.00075593","100.7494331","110.7305188"
104,"路地裏","二口堅治","パー","WS","伊達工","ふたくちけんじ","106.7448975","100.8431122","100","106.0704078","100","113.489795","98.6510205","104.0469385","101.4199784","102.0234693","104.9219522","106.7448975","103.3724488","100","99.25056694","108.8910013"
109,"制服","黄金川貫至","グー","S","伊達工","こがねがわかんじ","99.25056694","101.6862244","110.9916848","103.3724488","93.2551025","111.2414958","100","98.6510205","98.58002158","95.27857175","101.0937672","98.1604825","100.9635568","110.9916848","98.50113389","105.2119663"
110,"職業体験","黄金川貫至","パー","S","伊達工","こがねがわかんじ","100.7494331","103.3724488","110.9916848","106.0704078","93.2551025","108.9931967","97.302041","97.302041","97.16004316","95.27857175","101.0937672","99.3868275","102.8906704","110.9916848","96.25283472","103.3724488"
111,"スパイ","黄金川貫至","チョキ","S","伊達工","こがねがわかんじ","100","101.6862244","112.990173","103.3724488","93.2551025","114.6139446","101.3489795","101.3489795","98.58002158","95.27857175","102.7344179","98.773655","100.9635568","112.990173","99.25056694","108.2778288"
119,"甲冑","鎌先靖志","パー","MB","伊達工","かまさきやすし","102.2482992","100.8431122","98.00151185","100.6744898","93.2551025","108.9931967","98.6510205","100","97.16004316","96.62755125","98.72393831","100.6131725","99.5182216","98.00151185","97.00226778","104.5987938"
135,"雪遊び","金田一勇太郎","チョキ","MB","青城","きんだいちゆうたろう","100","95.78443906","98.00151185","93.92959225","93.2551025","105.6207479","98.6510205","100","97.16004316","96.62755125","95.62493135","98.773655","94.21865929","98.00151185","97.00226778","102.7592763"
136,"カンフー","金田一勇太郎","チョキ","MB","青城","きんだいちゆうたろう","99.25056694","98.31377563","97.00226778","96.62755125","93.2551025","103.3724488","101.3489795","97.302041","98.58002158","96.62755125","95.98952041","98.1604825","96.62755125","97.00226778","99.25056694","100.3065863"
137,"中学生","金田一勇太郎","パー","MB","青城","きんだいちゆうたろう","101.4988661","94.09821469","98.00151185","91.23163325","93.2551025","108.9931967","97.302041","104.0469385","97.16004316","96.62755125","96.17181493","100","92.29154571","98.00151185","96.25283472","106.4383113"
139,"梅雨","京谷賢太郎","グー","WS","青城","きょうたにけんたろう","107.4943306","107.5880097","98.00151185","97.97653075","93.2551025","96.62755125","91.906123","101.3489795","105.6799137","93.92959225","98.72393831","104.90538","102.408892","98.00151185","97.75170083","98.46706875"
141,"職業体験","国見英","パー","WS","青城","くにみあきら","100.7494331","99.15688781","100","97.97653075","93.2551025","96.62755125","100","101.3489795","98.58002158","96.62755125","96.53640399","99.3868275","97.59110804","100","98.50113389","98.46706875"
142,"路地裏","国見英","チョキ","WS","青城","くにみあきら","100","97.47066344","99.00075593","96.62755125","93.2551025","100","102.697959","102.697959","100","96.62755125","96.90099304","98.773655","96.14577286","99.00075593","100.7494331","100.9197588"
143,"カンフー","国見英","グー","WS","青城","くにみあきら","103.7471653","97.47066344","101.9984881","95.27857175","93.2551025","96.62755125","100","104.0469385","95.74006474","96.62755125","96.90099304","101.8395175","95.66399446","101.9984881","97.00226778","99.6934138"
144,"中学生","国見英","パー","WS","青城","くにみあきら","100","97.47066344","100","96.62755125","93.2551025","103.3724488","106.7448975","105.395918","102.8399568","96.62755125","98.90623284","98.773655","96.14577286","100","104.4965983","103.9856213"
147,"アート","松川一静","パー","MB","青城","まつかわいっせい","98.50113389","95.78443906","98.00151185","95.27857175","93.2551025","105.6207479","98.6510205","100","97.16004316","96.62755125","95.44263682","97.54731","94.70043768","98.00151185","97.00226778","102.7592763"
148,"バカンス","松川一静","チョキ","MB","青城","まつかわいっせい","97.75170083","98.31377563","96.0030237","96.62755125","93.2551025","107.8690471","97.302041","101.3489795","95.74006474","96.62755125","95.80722588","96.9341375","96.62755125","96.0030237","95.50340167","104.5987938"
150,"アート","花巻貴大","パー","WS","青城","はなまきたかひろ","100","100","101.9984881","97.97653075","93.2551025","100","100","101.3489795","101.4199784","96.62755125","97.81246568","98.773655","98.07288643","101.9984881","100","100.3065863"
151,"バーガー","花巻貴大","チョキ","WS","青城","はなまきたかひろ","102.2482992","98.31377563","103.9969763","95.27857175","93.2551025","100","100","104.0469385","98.58002158","96.62755125","97.9947602","100.6131725","96.14577286","103.9969763","98.50113389","101.5329313"
152,"妖","花巻貴大","グー","WS","青城","はなまきたかひろ","99.25056694","102.5293366","100.9992441","100.6744898","93.2551025","97.75170083","102.697959","98.6510205","102.8399568","96.62755125","98.17705473","98.1604825","100.4817784","100.9992441","102.2482992","97.85389625"
162,"文化祭2","池尻隼人","チョキ","WS","常波","いけじりはやと","99.25056694","100","100","99.32551025","93.2551025","98.87585042","100","102.697959","98.58002158","96.62755125","97.08328757","98.1604825","98.55466482","100","98.50113389","100.3065863"
163,"遊園地","池尻隼人","グー","WS","常波","いけじりはやと","98.50113389","102.5293366","99.00075593","102.0234693","93.2551025","96.62755125","102.697959","100","100","96.62755125","97.44787662","97.54731","100.9635568","99.00075593","100.7494331","97.85389625"
173,"雪遊び","古牧譲","パー","S","角川","こまきゆずる","100.7494331","102.5293366","109.9924407","104.7214283","100","98.87585042","100","104.0469385","104.2599353","103.3724488","104.0104796","101.8395175","103.8542271","109.9924407","101.4988661","100.9197588"
180,"職業体験","百沢雄大","パー","WS","角川","ひゃくざわゆうだい","100.7494331","101.6862244","100.9992441","95.27857175","93.2551025","98.87585042","98.6510205","101.3489795","98.58002158","96.62755125","97.08328757","99.3868275","98.07288643","100.9992441","97.75170083","99.6934138"
182,"制服","照島游児","チョキ","WS","条善寺","てるしまゆうじ","102.9977322","104.2155609","100","102.0234693","100","96.62755125","98.6510205","104.0469385","104.2599353","103.3724488","102.1875343","103.679035","103.8542271","100","100.7494331","99.6934138"
183,"雪遊び","照島游児","グー","WS","条善寺","てるしまゆうじ","105.2460314","101.6862244","100","97.97653075","100","97.75170083","98.6510205","106.7448975","104.2599353","103.3724488","102.1875343","105.5185525","100.9635568","100","100.7494331","101.5329313"
184,"スパイ","照島游児","パー","WS","条善寺","てるしまゆうじ","103.7471653","106.7448975","100","104.7214283","100","96.62755125","101.3489795","105.395918","105.6799137","103.3724488","104.0104796","104.2922075","106.2631191","100","102.9977322","100.3065863"
185,"妖","照島游児","チョキ","WS","条善寺","てるしまゆうじ","105.2460314","105.0586731","100","102.0234693","100","98.87585042","101.3489795","106.7448975","105.6799137","103.3724488","104.1927741","105.5185525","104.3360055","100","102.9977322","102.1461038"
187,"アート2","母畑和馬","チョキ","MB","条善寺","ぼばたかずま","99.25056694","97.47066344","98.00151185","99.32551025","93.2551025","106.7448975","98.6510205","102.697959","100","103.3724488","99.27082189","98.1604825","97.10932964","98.00151185","98.50113389","104.5987938"
